angle_roll,angle_pitch,gyro_x,gyro_y,gyro_z,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_roll,rc_pitch,rc_yaw,rc_thr,battery_mv,i2c_errors,accel_z_raw
-0.13,0.00,-0.00,0.04,-0.02,0.20,0.02,0.07,1000,1000,1000,1000,1502,1533,1513,1043,13123,1,1.00
-0.13,0.01,0.01,0.04,0.01,-0.06,0.07,-0.04,1000,1000,1000,1000,1502,1532,1513,1043,13123,1,1.00
-0.13,0.00,-0.02,-0.05,0.05,0.10,-0.05,-0.17,1150,1150,1150,1150,1502,1532,1513,1043,13123,1,1.00
-0.13,0.01,0.02,0.04,-0.04,-0.01,0.02,0.15,1150,1150,1150,1150,1503,1532,1513,1043,13123,1,1.00
-0.13,0.00,-0.03,-0.08,-0.04,0.11,0.13,0.12,1150,1150,1150,1150,1503,1532,1513,1043,13123,1,1.00
-0.13,0.00,-0.03,0.01,-0.02,0.10,-0.10,0.08,1150,1150,1150,1150,1503,1532,1513,1043,13123,1,1.00
-0.13,0.00,0.01,0.01,-0.03,-0.06,-0.08,0.12,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,1.00
-0.13,0.01,0.08,0.06,0.01,-0.07,-0.20,-0.03,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,1.00
-0.13,0.01,-0.05,0.08,-0.01,0.55,-0.40,0.05,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,1.00
-0.13,0.01,0.02,0.16,0.03,0.31,-0.46,-0.09,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,1.00
-0.13,0.01,0.00,0.04,-0.05,-0.10,0.29,0.16,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,1.00
-0.13,0.00,-0.07,-0.25,-0.01,0.52,0.93,0.05,1150,1150,1150,1150,1501,1532,1513,1043,13123,1,1.00
-0.12,0.00,0.02,-0.23,0.06,0.30,0.81,-0.22,1150,1150,1150,1150,1501,1532,1513,1043,13123,1,1.00
-0.12,0.01,0.18,-0.04,-0.08,-0.91,0.35,0.29,1150,1150,1150,1150,1501,1532,1513,1043,13123,1,1.00
-0.12,0.00,0.05,0.15,-0.01,-0.16,-1.08,0.02,1150,1150,1150,1150,1501,1532,1513,1043,13123,1,1.00
-0.12,0.01,0.03,0.10,0.01,0.01,-0.58,-0.03,1150,1150,1150,1150,1501,1532,1513,1042,13123,1,1.00
-0.12,0.01,0.89,-0.01,-0.23,-3.75,-0.45,0.82,1150,1150,1150,1150,1501,1532,1513,1042,13123,1,0.99
-0.12,0.01,0.03,0.43,-0.24,-0.06,-2.45,0.84,1150,1150,1150,1150,1501,1532,1513,1042,13123,1,1.00
-0.12,0.01,-0.54,0.07,0.18,2.28,0.50,-0.64,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,1.00
-0.12,0.01,0.67,0.31,0.03,-1.28,1.12,-0.11,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,1.00
-0.12,0.01,1.27,1.01,0.10,-4.40,-4.57,-0.36,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,1.00
-0.12,0.01,0.67,0.80,-0.34,-3.01,-6.39,1.19,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,1.00
-0.12,0.00,-0.95,-0.08,0.43,5.27,-1.32,-1.50,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,0.99
-0.12,0.01,0.20,1.73,0.58,-0.08,-3.06,-2.03,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,1.02
-0.13,0.01,0.56,0.50,-0.01,-4.82,-1.62,0.03,1150,1150,1150,1150,1501,1533,1513,1043,13123,1,1.02
