angle_roll,angle_pitch,gyro_x,gyro_y,gyro_z,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_roll,rc_pitch,rc_yaw,rc_thr,battery_mv,i2c_errors,accel_z_raw
-0.05,-0.03,-0.01,0.07,0.03,0.08,-0.10,-0.04,1000,1000,1000,1000,1501,1535,1511,1033,11873,1,1.00
-0.05,-0.03,0.06,0.02,0.07,-0.23,-0.01,-0.11,1000,1000,1000,1000,1501,1535,1511,1033,11873,1,1.00
-0.05,-0.03,-0.03,-0.01,0.02,0.05,0.16,-0.03,1000,1000,1000,1000,1501,1535,1511,1033,11873,1,1.00
-0.05,-0.03,-0.03,0.06,-0.02,0.00,-0.18,0.03,1000,1000,1000,1000,1501,1534,1511,1034,11873,1,1.00
-0.05,-0.03,0.07,0.01,-0.04,-0.17,0.23,0.06,1000,1000,1000,1000,1501,1534,1511,1034,11873,1,1.00
-0.05,-0.03,0.05,-0.05,-0.02,0.06,0.32,0.03,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.00
-0.05,-0.03,-0.01,0.05,0.03,0.10,-0.22,-0.04,1150,1150,1150,1150,1501,1533,1511,1034,11873,1,1.00
-0.05,-0.03,-0.01,-0.09,-0.09,0.11,0.11,0.13,1150,1150,1150,1150,1501,1533,1511,1034,11873,1,1.00
-0.05,-0.03,-0.06,-0.12,0.04,0.16,0.28,-0.06,1150,1150,1150,1150,1501,1534,1510,1033,11873,1,1.00
-0.05,-0.03,0.03,0.04,-0.06,-0.37,-0.26,0.09,1150,1150,1150,1150,1501,1534,1510,1033,11873,1,1.00
-0.05,-0.03,0.00,0.11,0.12,0.15,-0.56,-0.18,1150,1150,1150,1150,1501,1535,1510,1034,11873,1,1.00
-0.05,-0.03,0.02,0.11,0.08,-0.12,-0.57,-0.12,1150,1150,1150,1150,1501,1535,1510,1034,11873,1,1.00
-0.05,-0.03,0.07,0.04,-0.00,-0.19,-0.29,0.01,1150,1150,1150,1150,1501,1535,1512,1034,11873,1,1.00
-0.05,-0.03,-0.01,0.11,-0.03,0.10,-0.30,0.05,1150,1150,1150,1150,1501,1535,1512,1034,11873,1,1.00
-0.05,-0.03,-0.04,-0.05,-0.06,0.27,0.28,0.09,1150,1150,1150,1150,1501,1535,1512,1034,11873,1,1.00
-0.05,-0.03,-0.07,-0.11,-0.08,0.13,0.61,0.12,1150,1150,1150,1150,1499,1534,1511,1034,11873,1,1.00
-0.06,-0.03,-0.03,-0.16,-0.04,-0.01,0.73,0.06,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.00
-0.05,-0.03,-0.06,-0.06,0.27,0.54,0.22,-0.41,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.00
-0.05,-0.03,-0.01,-0.03,-0.29,0.43,0.06,0.44,1150,1150,1150,1150,1499,1534,1511,1034,11873,1,1.00
-0.05,-0.03,-0.04,0.16,-0.34,-0.05,0.32,0.52,1150,1150,1150,1150,1499,1534,1511,1034,11873,1,1.00
-0.05,-0.03,-0.26,0.10,0.25,1.47,-0.32,-0.37,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.00
-0.05,-0.03,0.03,0.54,0.19,1.10,-1.33,-0.28,1150,1150,1150,1150,1501,1535,1511,1034,11873,1,1.01
-0.05,-0.03,0.14,0.14,-0.04,-0.03,0.53,0.06,1150,1150,1150,1150,1501,1535,1511,1033,11873,1,1.00
-0.06,-0.03,-0.75,-0.01,-0.17,1.97,2.02,0.26,1150,1150,1150,1150,1501,1534,1510,1034,11873,1,1.00
-0.06,-0.03,-1.34,-0.41,-0.16,4.91,2.69,0.24,1150,1150,1150,1150,1501,1534,1510,1034,11873,1,1.02
-0.06,-0.03,-0.23,-3.12,0.01,0.80,11.14,-0.01,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.01
-0.06,-0.02,0.38,-1.02,0.29,-3.41,4.82,-0.43,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.01
-0.06,-0.02,-0.18,0.05,-0.04,0.24,-1.47,0.06,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,0.99
-0.05,-0.01,0.47,0.70,-0.19,-1.37,-4.80,0.29,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.00
-0.05,-0.01,-0.30,2.19,0.06,2.90,-8.02,-0.09,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.00
-0.05,-0.00,-0.20,1.90,-0.08,1.65,-3.85,0.13,1150,1150,1150,1150,1501,1534,1510,1034,11873,1,1.02
-0.06,-0.01,-0.72,1.60,-0.19,2.98,-6.39,0.29,1150,1150,1150,1150,1501,1534,1510,1034,11873,1,1.03
-0.05,-0.01,0.64,-1.33,-0.55,-3.43,6.52,0.83,1150,1150,1150,1150,1501,1534,1510,1034,11873,1,1.03
-0.06,-0.01,-1.04,-0.50,0.28,2.54,3.61,-0.42,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.03
-0.05,0.00,0.48,0.12,0.47,-2.85,1.58,-0.70,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.04
-0.05,0.00,0.85,1.34,0.11,-4.70,-7.57,-0.16,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.02
-0.05,-0.01,0.86,0.31,0.22,-2.94,-9.82,-0.33,1150,1150,1150,1150,1501,1534,1511,1034,11873,1,1.01
