angle_roll,angle_pitch,gyro_x,gyro_y,gyro_z,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_roll,rc_pitch,rc_yaw,rc_thr,battery_mv,i2c_errors,accel_z_raw
-0.01,-0.14,-0.04,-0.02,0.00,0.01,0.01,-0.00,1000,1000,1000,1000,1501,1531,1508,1032,11865,1,1.00
-0.01,-0.14,-0.05,0.01,-0.04,0.01,-0.00,0.00,1000,1000,1000,1000,1501,1531,1509,1031,11865,1,1.00
-0.01,-0.14,-0.01,-0.01,0.00,0.00,0.00,-0.00,1000,1000,1000,1000,1501,1531,1509,1031,11865,1,1.00
-0.01,-0.14,-0.02,-0.02,0.06,0.01,0.01,-0.00,1000,1000,1000,1000,1501,1533,1509,1031,11865,1,1.00
-0.01,-0.14,0.01,0.01,0.02,-0.00,-0.00,0.00,1000,1000,1000,1000,1501,1533,1509,1031,11865,1,1.00
-0.01,-0.14,0.04,-0.01,0.06,-0.01,0.00,-0.00,1150,1150,1150,1150,1501,1533,1508,1032,11865,1,1.00
-0.01,-0.14,0.01,-0.04,0.05,-0.00,0.01,-0.00,1150,1150,1150,1150,1501,1531,1508,1032,11865,1,1.00
-0.01,-0.14,-0.07,-0.08,-0.07,0.02,0.03,0.00,1150,1150,1150,1150,1501,1531,1508,1032,11865,1,1.00
-0.01,-0.14,-0.03,-0.25,-0.08,0.01,0.07,0.00,1150,1150,1150,1150,1501,1531,1508,1033,11865,1,1.00
-0.01,-0.14,-0.08,0.12,0.16,0.02,-0.04,-0.00,1150,1150,1150,1150,1501,1531,1508,1033,11865,1,1.00
-0.01,-0.14,0.39,0.05,0.01,-0.12,-0.02,0.00,1150,1150,1150,1150,1501,1531,1508,1032,11865,1,1.00
-0.01,-0.13,-0.18,0.10,-0.19,0.05,-0.03,0.00,1150,1150,1150,1150,1502,1531,1508,1033,11865,1,1.00
-0.01,-0.14,0.23,-0.23,0.05,-0.07,0.07,-0.00,1150,1150,1150,1150,1502,1531,1508,1033,11865,1,1.00
-0.01,-0.14,0.23,0.02,0.18,-0.07,-0.01,-0.00,1150,1150,1150,1150,1502,1531,1508,1032,11865,1,1.00
-0.01,-0.14,-0.14,0.04,0.06,0.04,-0.01,0.00,1150,1150,1150,1150,1502,1531,1508,1032,11865,1,1.00
-0.01,-0.14,-0.00,-0.07,-0.13,0.00,0.02,0.00,1150,1150,1150,1150,1502,1531,1508,1032,11865,1,1.00
-0.01,-0.14,0.07,0.02,0.17,-0.02,-0.01,-0.00,1150,1150,1150,1150,1501,1532,1508,1032,11865,1,1.00
-0.01,-0.13,-0.80,-0.22,-0.03,0.24,0.07,0.00,1150,1150,1150,1150,1501,1532,1508,1032,11865,1,1.00
-0.01,-0.14,-0.25,-0.62,0.10,0.08,0.19,-0.00,1150,1150,1150,1150,1501,1532,1508,1032,11865,1,1.00
-0.01,-0.14,-0.54,-1.22,0.25,0.16,0.37,-0.00,1150,1150,1150,1150,1501,1532,1508,1032,11865,1,1.00
-0.01,-0.14,0.00,-0.82,0.15,-0.00,0.25,-0.00,1150,1150,1150,1150,1501,1532,1508,1032,11865,1,1.00
-0.01,-0.14,-0.28,-0.65,0.11,0.08,0.20,-0.00,1150,1150,1150,1150,1501,1532,1508,1032,11865,1,0.99
-0.01,-0.13,0.32,0.84,-0.07,-0.10,-0.25,0.00,1150,1150,1150,1150,1501,1532,1508,1032,11865,1,1.00
-0.01,-0.13,0.20,-0.17,0.14,-0.06,0.05,-0.00,1150,1150,1150,1150,1501,1532,1507,1032,11865,1,1.00
-0.01,-0.13,-0.12,0.07,0.03,0.04,-0.02,-0.00,1150,1150,1150,1150,1501,1532,1507,1032,11865,1,1.00
-0.02,-0.12,-1.16,0.14,0.16,0.35,-0.04,-0.00,1150,1150,1150,1150,1501,1532,1507,1032,11865,1,1.02
