angle_roll,angle_pitch,gyro_x,gyro_y,gyro_z,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_roll,rc_pitch,rc_yaw,rc_thr,battery_mv,i2c_errors,accel_z_raw
-0.19,0.13,-0.01,0.02,0.06,0.31,-0.29,-0.22,1000,1000,1000,1000,1496,1501,1513,1034,12609,1,1.00
-0.19,0.13,0.04,0.00,0.03,0.18,-0.37,-0.10,1000,1000,1000,1000,1493,1501,1513,1034,12609,1,1.00
-0.19,0.13,-0.00,0.01,0.00,0.35,-0.35,-0.00,1000,1000,1000,1000,1493,1501,1513,1034,12609,1,1.00
-0.19,0.13,-0.01,-0.02,-0.05,0.28,-0.16,0.16,1000,1000,1000,1000,1493,1501,1513,1034,12609,1,1.00
-0.19,0.13,-0.08,0.02,-0.03,0.27,-0.29,0.11,1000,1000,1000,1000,1496,1501,1513,1034,12609,1,1.00
-0.19,0.13,0.02,-0.05,-0.00,0.11,0.03,0.00,1000,1000,1000,1000,1496,1501,1513,1034,12609,1,1.00
-0.19,0.13,-0.01,0.06,0.06,0.32,-0.43,-0.21,1000,1000,1000,1000,1496,1501,1513,1034,12609,1,1.00
-0.19,0.13,-0.02,-0.03,0.02,0.23,-0.20,-0.08,1150,1150,1150,1150,1496,1502,1513,1034,12609,1,1.00
-0.19,0.13,0.03,-0.06,-0.04,0.15,-0.02,0.15,1150,1150,1150,1150,1496,1502,1513,1034,12609,1,1.00
-0.19,0.13,0.07,0.08,0.11,0.29,-0.35,-0.38,1150,1150,1150,1150,1496,1507,1513,1034,12609,1,1.00
-0.19,0.13,0.08,0.19,-0.13,0.36,-0.59,0.47,1150,1150,1150,1150,1496,1507,1513,1034,12609,1,1.00
-0.19,0.13,0.05,-0.01,-0.18,0.23,-0.16,0.62,1150,1150,1150,1150,1496,1507,1513,1034,12609,1,1.00
-0.19,0.13,-0.05,-0.13,0.15,0.45,0.33,-0.52,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,1.00
-0.19,0.13,0.01,0.13,0.02,0.35,-0.44,-0.09,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,1.00
-0.19,0.13,0.07,0.12,-0.02,0.00,-0.81,0.07,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,1.00
-0.19,0.13,-0.03,-0.14,0.13,0.23,0.32,-0.47,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,1.00
-0.19,0.13,0.10,-0.01,0.15,-0.13,-0.01,-0.52,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,1.00
-0.19,0.13,0.03,-0.29,0.11,-0.13,0.23,-0.39,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,1.00
-0.19,0.13,-0.33,-0.35,-0.15,0.74,1.32,0.53,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,1.00
-0.19,0.13,-0.08,-0.14,0.44,1.20,-0.40,-1.55,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,1.00
-0.19,0.14,0.40,0.10,0.00,-1.11,-0.54,-0.00,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,0.99
-0.19,0.13,1.04,0.47,-0.90,-5.92,-4.06,3.13,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,1.00
-0.20,0.14,-0.17,1.56,0.64,-0.19,-7.81,-2.25,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,1.00
-0.19,0.14,0.73,1.00,0.53,-2.37,-6.98,-1.85,1150,1150,1150,1150,1496,1501,1513,1034,12609,1,0.99
