angle_roll,angle_pitch,gyro_x,gyro_y,gyro_z,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_roll,rc_pitch,rc_yaw,rc_thr,battery_mv,i2c_errors,accel_z_raw
-0.19,0.23,0.04,-0.03,-0.08,0.18,-0.33,0.27,1000,1000,1000,1000,1496,1507,1513,1047,12477,1,1.00
-0.19,0.23,0.03,-0.03,0.05,0.16,-0.38,-0.19,1000,1000,1000,1000,1496,1503,1513,1047,12477,1,1.00
-0.19,0.23,-0.08,0.01,0.03,0.63,-0.50,-0.11,1150,1150,1150,1150,1496,1503,1513,1047,12477,1,1.00
-0.19,0.23,-0.04,-0.02,0.06,0.47,-0.30,-0.20,1150,1150,1150,1150,1496,1503,1513,1047,12477,1,1.00
-0.19,0.23,-0.03,-0.05,-0.03,0.51,-0.10,0.10,1150,1150,1150,1150,1496,1504,1513,1047,12477,1,1.00
-0.19,0.22,0.07,-0.04,0.07,0.31,-0.40,-0.24,1150,1150,1150,1150,1496,1504,1513,1047,12477,1,1.00
-0.19,0.22,0.05,0.02,0.01,0.25,-0.47,-0.05,1150,1150,1150,1150,1496,1504,1513,1047,12477,1,1.00
-0.19,0.22,0.00,-0.03,0.06,0.34,-0.33,-0.20,1150,1150,1150,1150,1496,1503,1513,1047,12477,1,1.00
-0.19,0.22,-0.05,-0.04,0.06,0.43,-0.05,-0.21,1150,1150,1150,1150,1496,1503,1513,1047,12477,1,1.00
-0.19,0.22,0.21,-0.00,-0.11,-0.68,-0.52,0.40,1150,1150,1150,1150,1496,1503,1513,1047,12477,1,1.00
-0.19,0.22,-0.15,0.11,-0.01,0.60,-0.98,0.04,1150,1150,1150,1150,1496,1503,1513,1047,12477,1,1.00
-0.19,0.23,-0.13,0.17,0.01,0.71,-0.75,-0.03,1150,1150,1150,1150,1496,1503,1513,1047,12477,1,1.00
-0.19,0.22,0.07,-0.09,0.15,0.63,-0.05,-0.52,1150,1150,1150,1150,1496,1503,1513,1047,12477,1,1.00
-0.19,0.22,0.17,0.20,0.08,0.05,-0.70,-0.28,1150,1150,1150,1150,1496,1503,1513,1047,12477,1,1.00
-0.19,0.22,0.06,0.18,-0.12,-0.01,-1.08,0.41,1150,1150,1150,1150,1496,1503,1513,1047,12477,1,1.00
-0.19,0.22,-0.19,-0.03,-0.21,1.10,-0.32,0.74,1150,1150,1150,1150,1496,1503,1513,1047,12477,1,1.00
-0.19,0.22,0.05,0.14,0.04,0.49,-0.60,-0.15,1150,1150,1150,1150,1495,1504,1513,1047,12477,1,1.00
-0.19,0.22,-0.02,-0.45,0.39,-0.40,1.24,-1.37,1150,1150,1150,1150,1496,1504,1513,1047,12477,1,1.00
